Platnum;Platval;Actnum;Actval;Stypenum;Stypeval
23;Civil, General;46;Jammer;1427;MI-24 HIND-A
24;Lighter than Air (LTA);47;Trooplift;1428;MI-24 HIND-B
25;Glider;48;XRay;1429;MI-24 HIND-C
26;Decoy;49;Antiair Warfare (AAW);1430;MI-24 HIND-D
27;Helicopter (HELO);50;Command and Control;1431;MI-24 HIND-E
28;Attack Helicopter;51;Counter-Air Warfare;1432;MH-68A STINGRAY
29;Helicopter Gunship;52;Return to Base (RTB);1433;EC-725 COUGAR RESCO
30;Antisubmarine Warfare Helicopter (ASW HELO);53;Mine Warfare;1434;MH-60R
31;Mine Warfare Helicopter;54;Chaff Laying;1435;MH-60S
32;Transport Helicopter;55;Video Data Linking (Targeting);1436;W-3W
33;Tactical Support;56;Dipping;1437;W-3SRR
34;Patrol;58;Orbiting;1438;W-3PPD
35;Miscellaneous Fixed Wing;59;Under Recall;1439;MI-17 MEDEVAC
36;Missile Control Unit;60;Engaging;1535;HELICOPTER GENERAL
37;Surface-to-Air Missile (SAM);61;Engaging (Priority Kill);1537;AIM-7 SPARROW
38;Air-to-Surface Missile (ASM);62;Investigating;1538;AIM-9 SIDEWINDER
39;Surface-to-Surface Missile (SSM);63;Cleared to Drop;1539;AIM-54 PHOENIX
40;Logistic;64;Intervening;1541;AIM-120 AMRAAM
41;Air-to-Air Missile (AAM);65;Diverting;1542;ASLAM
42;Subsurface-to-Surface Missile;66;Air-to-ground;1544;R.550 MAGIC 2
43;Surface-to-Subsurface Missile;67;Air-to-air;1545;S.530 SUPER 530
44;Cruise Missile;68;Precision Bombing;1546;ASPIDE
45;Ballistic Missile;69;Laser Designation;1548;SHAFRIR
46;Airborne Land Surveillance;71;Shadowing;1549;SKY FLASH
47;Airborne Laser;72;Covering;1551;AA-2 ATOLL
48;Unmanned Aerial Vehicle (UAV);73;Visual Identification;1552;AA-3 ANAB
49;Active Electronic Decoy;74;High Energy Lasing;1553;AA-5 ASH
50;Infrared Decoy;75;Electronic Protection (EP);1554;AA-6 ACRID
51;Chaff Decoy;76;Special Operations;1555;AA-7 APEX
1;Fighter;77;Nuclear, Biological, Chemical (NBC) Operations;1556;AA-8 APHID
2;Fighter Bomber;78;Nuclear Operations;1558;AA-9 AMOS
3;Attack;79;Biological Operations;1559;AA-XP-1/2
4;Bomber;80;Chemical Operations;1560;AQM-34
5;Reconnaissance;81;Aborting Mission;1561;AQM-91
6;Tanker;82;Standoff Operations;1562;BGM-34 FIREBEE/MQM34
7;Tanker (Boom Only);83;Combat Search and Rescue (CSAR);1565;AIM-132 ASRAAM
8;Tanker (Drogue Only);115;Air Activity 1;1566;MICA IR
9;Interceptor;116;Air Activity 2;1567;PL-2A
10;Transport;117;Air Activity 3;1568;PL-5B
11;Airborne Command Post (ACP);118;Air Activity 4;1569;PL-7
13;Missile;119;Air Activity 5;1570;PL-9
14;Electronic Warfare (EW);120;Air Activity 6;1571;PYTHON 3
15;Antisubmarine Warfare (ASW);121;Air Activity 7;1572;PYTHON 4
16;Airborne Early Warning and Control (AEW);122;Air Activity 8;1573;AA-10 ALAMO
17;Maritime Patrol Aircraft (MPA);123;Air Activity 9;1574;AA-11 ARCHER
18;Search and Rescue (SAR);124;Air Activity 10;1575;AA-12 ADDER
19;Drone;125;Air Activity 11;1576;AA-1 ALKALI
20;Remotely Piloted Vehicle (RPV);126;Air Activity 12;1577;AAM-1
21;Fixed Wing Gunship;1;Reconnaissance;1578;MICA EM
22;Civil, Airliner;2;Over the Horizon Targeting (OTHT);1579;BQM-34 FIREBEE
23;Civil, General;3;Training;1580;IRIS-T
24;Lighter than Air (LTA);4;Logistics Support;1581;METEOR
25;Glider;5;Antisurface Warfare;1791;AIR-TO-AIR MISSILE GENERAL
26;Decoy;6;Electronic Warfare (EW);1793;AGM-65 MAVERICK
27;Helicopter (HELO);7;Surveillance;1796;AGM-84 HARPOON
28;Attack Helicopter;8;Search and Rescue (SAR);1797;AGM-86 ALCM
29;Helicopter Gunship;9;Escorting;1798;AGM-88 HARM
30;Antisubmarine Warfare Helicopter (ASW HELO);10;Minelaying;1799;AGM-109 TOMAHAWK
31;Mine Warfare Helicopter;11;Transiting;1800;AM 39 EXOCET
32;Transport Helicopter;12;Special Weapons Attack;1801;AGM-119 PENGUIN
33;Tactical Support;13;Intruding;1802;AS 11 KILTER
34;Patrol;14;Electronic Warfare Support (ES);1803;AS 12 KEGLER
35;Miscellaneous Fixed Wing;15;Communications Relay;1804;AS 15 KENT
36;Missile Control Unit;16;Patrol (Ocean Surveillance);1805;AS 30
37;Surface-to-Air Missile (SAM);17;Airlift (Transport);1807;RB 05
38;Air-to-Surface Missile (ASM);18;Antisubmarine Warfare (ASW);1808;RB 08
39;Surface-to-Surface Missile (SSM);20;Towing;1809;ADVANCED ASM
40;Logistic;21;Air Assault;1810;AS-1 KENNEL
41;Air-to-Air Missile (AAM);22;Interception;1811;AS-2 KIPPER
42;Subsurface-to-Surface Missile;23;Electronic Attack (EA);1812;AS-3 KANGAROO
43;Surface-to-Subsurface Missile;24;Policing;1813;AS-4 KITCHEN
44;Cruise Missile;25;Conventional Attack;1814;AS-5 KELT
45;Ballistic Missile;26;Medical Evacuation (MEDEVAC);1815;AS-6 KINGFISH
46;Airborne Land Surveillance;27;Mine Countermeasures;1816;AS-7 KERRY
47;Airborne Laser;28;Search;1817;AS-7 KERRY
48;Unmanned Aerial Vehicle (UAV);29;Refueling/Tanking;1818;AS-10 KAREN
49;Active Electronic Decoy;30;Interdiction;1819;AS-9 KYLE
50;Infrared Decoy;31;Combat Air Patrol (CAP);1820;AS 34 KORMORAN
51;Chaff Decoy;32;Forward Air Controller (FAC);1821;ASM GABRIEL
1;Fighter;33;Very Important Person (VIP) Flight;1822;ASM SEA SKUA
2;Fighter Bomber;34;Noncombatant Operations;1823;ASMP
3;Attack;35;Close Air Support (CAS);1824;ASMP
4;Bomber;36;Airborne Early Warning (AEW);1825;AT-2 SWATTER
5;Reconnaissance;37;Ground Attack Tactics (GAT);1826;AT-3 SAGGER
6;Tanker;38;Airborne Command Post (ACP);1827;AT-6 SPIRAL
7;Tanker (Boom Only);39;Rescue Combat Air Patrol (RESCAP);1828;C-601
8;Tanker (Drogue Only);40;Surface Combat Air Patrol (SUCAP);1829;C-611
9;Interceptor;42;Spotting;1830;C-801
10;Transport;43;Strike Warfare;1831;C-802
11;Airborne Command Post (ACP);44;Special;1832;CSS-2
13;Missile;45;Hijack;1833;CSS-3
14;Electronic Warfare (EW);46;Jammer;1834;CSS-N-3
15;Antisubmarine Warfare (ASW);47;Trooplift;1835;CSS-4
16;Airborne Early Warning and Control (AEW);48;XRay;1836;FL-2 SILKWORM
17;Maritime Patrol Aircraft (MPA);49;Antiair Warfare (AAW);1837;FL-7
18;Search and Rescue (SAR);50;Command and Control;1838;HY-2
19;Drone;51;Counter-Air Warfare;1839;HY-3
20;Remotely Piloted Vehicle (RPV);52;Return to Base (RTB);1840;M-9/11
21;Fixed Wing Gunship;53;Mine Warfare;1841;WS-1
22;Civil, Airliner;54;Chaff Laying;1842;AS-13 KINGBOLT
23;Civil, General;55;Video Data Linking (Targeting);1843;AS-14 KEDGE
24;Lighter than Air (LTA);56;Dipping;1844;AS-16 KICKBACK
25;Glider;58;Orbiting;1845;AS-17 KRYPTON
26;Decoy;59;Under Recall;1846;AS-18 KAZOO
27;Helicopter (HELO);60;Engaging;1847;AT-4 SPIGOT
28;Attack Helicopter;61;Engaging (Priority Kill);1848;AT-5 SPANDREL
29;Helicopter Gunship;62;Investigating;1849;AT-7 SAXHORN
30;Antisubmarine Warfare Helicopter (ASW HELO);63;Cleared to Drop;1850;AT-10 STABBER
31;Mine Warfare Helicopter;64;Intervening;1851;AT-11 SNIPER
32;Transport Helicopter;65;Diverting;1852;AT-12
33;Tactical Support;66;Air-to-ground;1853;AT-13
34;Patrol;67;Air-to-air;1854;AT-14
35;Miscellaneous Fixed Wing;68;Precision Bombing;1855;FROG-7
36;Missile Control Unit;69;Laser Designation;1856;FROG-7
37;Surface-to-Air Missile (SAM);71;Shadowing;1857;SS-11 SEGO
38;Air-to-Surface Missile (ASM);72;Covering;1858;SS-13 SAVAGE
39;Surface-to-Surface Missile (SSM);73;Visual Identification;1859;SS-18 SATAN
40;Logistic;74;High Energy Lasing;1860;SS-19 STILETTO
41;Air-to-Air Missile (AAM);75;Electronic Protection (EP);1861;SS-24 SCALPEL
42;Subsurface-to-Surface Missile;76;Special Operations;1862;SS-25 SICKLE
43;Surface-to-Subsurface Missile;77;Nuclear, Biological, Chemical (NBC) Operations;1863;SS-N-2 STYX
44;Cruise Missile;78;Nuclear Operations;1864;SS-N-3C SHADDOCK
45;Ballistic Missile;79;Biological Operations;1865;SS-N-6 SAWFLY
46;Airborne Land Surveillance;80;Chemical Operations;1866;SS-N-7 STARBRIGHT
47;Airborne Laser;81;Aborting Mission;1867;SS-N-8 SAWFLY
48;Unmanned Aerial Vehicle (UAV);82;Standoff Operations;1868;SS-N-9 SIREN
49;Active Electronic Decoy;83;Combat Search and Rescue (CSAR);1869;SS-N-12 SANDBOX
50;Infrared Decoy;115;Air Activity 1;1870;SS-N-18 STINGRAY
51;Chaff Decoy;116;Air Activity 2;1871;SS-N-19 SHIPWRECK
1;Fighter;117;Air Activity 3;1872;SS-N-20 STURGEON
2;Fighter Bomber;118;Air Activity 4;1873;SS-N-21 SAMPSON
3;Attack;119;Air Activity 5;1874;SS-N-22 SUNBURN
4;Bomber;120;Air Activity 6;1875;SS-N-23 SKIFF
5;Reconnaissance;121;Air Activity 7;1876;SS-N-26 YAKHONT
6;Tanker;122;Air Activity 8;1877;AGNI
7;Tanker (Boom Only);123;Air Activity 9;1878;PRITHVI
8;Tanker (Drogue Only);124;Air Activity 10;1879;TOW
9;Interceptor;125;Air Activity 11;1880;AGM-114 HELLFIRE
10;Transport;126;Air Activity 12;1881;MLRS
11;Airborne Command Post (ACP);1;Reconnaissance;1882;HOT
13;Missile;2;Over the Horizon Targeting (OTHT);1883;MILAN
14;Electronic Warfare (EW);3;Training;1884;TRIGAT
15;Antisubmarine Warfare (ASW);4;Logistics Support;1885;OTOMAT
16;Airborne Early Warning and Control (AEW);5;Antisurface Warfare;1886;RBS-15M
17;Maritime Patrol Aircraft (MPA);6;Electronic Warfare (EW);1887;ARMAT
18;Search and Rescue (SAR);7;Surveillance;1888;ALARM
19;Drone;8;Search and Rescue (SAR);1889;ALARM
20;Remotely Piloted Vehicle (RPV);9;Escorting;1890;AGM-62A WALLEYE
21;Fixed Wing Gunship;10;Minelaying;1891;AGM-123A SKIPPER II
22;Civil, Airliner;11;Transiting;1892;APACHE (ASM)
23;Civil, General;12;Special Weapons Attack;1893;AS 8
24;Lighter than Air (LTA);13;Intruding;1894;AT-1 SNAPPER
25;Glider;14;Electronic Warfare Support (ES);1895;CAS1
26;Decoy;15;Communications Relay;1896;KH-41 MOSKIT
27;Helicopter (HELO);16;Patrol (Ocean Surveillance);1897;MARTIN PESCADOR
28;Attack Helicopter;17;Airlift (Transport);1898;MAS1 CARCARA
29;Helicopter Gunship;18;Antisubmarine Warfare (ASW);1899;RB 04E
30;Antisubmarine Warfare Helicopter (ASW HELO);20;Towing;1900;STAR
31;Mine Warfare Helicopter;21;Air Assault;1902;MM 38
32;Transport Helicopter;22;Interception;1903;MM 40
33;Tactical Support;23;Electronic Attack (EA);1904;SM 39
34;Patrol;24;Policing;1905;AS 34 KORMORAN II
35;Miscellaneous Fixed Wing;25;Conventional Attack;1906;SS-1-B (SCUD-A)
36;Missile Control Unit;26;Medical Evacuation (MEDEVAC);1907;SS-1-C (SCUD-B)
37;Surface-to-Air Missile (SAM);27;Mine Countermeasures;1908;SS-1-D (SCUD-C)
38;Air-to-Surface Missile (ASM);28;Search;1909;SS-1-E (SCUD-D)
39;Surface-to-Surface Missile (SSM);29;Refueling/Tanking;1910;SS-N-3
40;Logistic;30;Interdiction;1911;SS-N-3B SEPAL
41;Air-to-Air Missile (AAM);31;Combat Air Patrol (CAP);1912;SS-N-2C STYX
42;Subsurface-to-Surface Missile;32;Forward Air Controller (FAC);1913;SS-N-5 SARK
43;Surface-to-Subsurface Missile;33;Very Important Person (VIP) Flight;1914;PRITHVI-I
44;Cruise Missile;34;Noncombatant Operations;1915;PRITHVI-II
45;Ballistic Missile;35;Close Air Support (CAS);1916;SS-N-25 SWITCHBLADE
46;Airborne Land Surveillance;36;Airborne Early Warning (AEW);1917;SS-N-27 ALFA
47;Airborne Laser;37;Ground Attack Tactics (GAT);1918;SS-N-29 MEDVEDKA
48;Unmanned Aerial Vehicle (UAV);38;Airborne Command Post (ACP);1919;SS-NX-30 BULAVA
49;Active Electronic Decoy;39;Rescue Combat Air Patrol (RESCAP);1920;AS-30 L
50;Infrared Decoy;40;Surface Combat Air Patrol (SUCAP);1921;SCALP-EG
51;Chaff Decoy;42;Spotting;1922;TAURUS
1;Fighter;43;Strike Warfare;2042;SUBSURFACE-SURFACE MISSILE GENERAL
2;Fighter Bomber;44;Special;2043;SURFACE-SURFACE MISSILE (SSM) GENERAL
3;Attack;45;Hijack;2044;AIR-SURFACE MISSILE (ASM) GENERAL
4;Bomber;46;Jammer;2045;ANTI-RADIATION MISSILE (ARM) GENERAL
5;Reconnaissance;47;Trooplift;2046;GROUND-GROUND MISSILE GENERAL
6;Tanker;48;XRay;2047;AIR-GROUND MISSILE GENERAL
7;Tanker (Boom Only);49;Antiair Warfare (AAW);2048;FIM-92 STINGER
8;Tanker (Drogue Only);50;Command and Control;2049;MIM-23 HAWK
9;Interceptor;51;Counter-Air Warfare;2052;MIM-104 PATRIOT
10;Transport;52;Return to Base (RTB);2054;RIM-7 SEA SPARROW
11;Airborne Command Post (ACP);53;Mine Warfare;2057;RIM-66 STANDARD MISSILE
13;Missile;54;Chaff Laying;2058;RIM-67 STANDARD MISSILE
14;Electronic Warfare (EW);55;Video Data Linking (Targeting);2059;BLOWPIPE
15;Antisubmarine Warfare (ASW);56;Dipping;2062;SEA DART
16;Airborne Early Warning and Control (AEW);58;Orbiting;2064;SEA WOLF
17;Maritime Patrol Aircraft (MPA);59;Under Recall;2065;S 440 CROTALE EDIR
18;Search and Rescue (SAR);60;Engaging;2066;RAPIER
19;Drone;61;Engaging (Priority Kill);2067;RBS-70
20;Remotely Piloted Vehicle (RPV);62;Investigating;2069;SAM ROLAND
21;Fixed Wing Gunship;63;Cleared to Drop;2070;SA-2 GUIDELINE
22;Civil, Airliner;64;Intervening;2071;SA-3 GOA
23;Civil, General;65;Diverting;2072;SA-4 GANEF
24;Lighter than Air (LTA);66;Air-to-ground;2073;SA-N-3 GOBLET
25;Glider;67;Air-to-air;2074;SA-5 GAMMON
26;Decoy;68;Precision Bombing;2075;SA-N-4 GECKO
27;Helicopter (HELO);69;Laser Designation;2076;SA-6 GAINFUL
28;Attack Helicopter;71;Shadowing;2077;SA-N-6 GRUMBLE
29;Helicopter Gunship;72;Covering;2078;SA-7 GRAIL
30;Antisubmarine Warfare Helicopter (ASW HELO);73;Visual Identification;2079;SA-8 GECKO
31;Mine Warfare Helicopter;74;High Energy Lasing;2080;SA-9 GASKIN
32;Transport Helicopter;75;Electronic Protection (EP);2081;SA-10 GRUMBLE
33;Tactical Support;76;Special Operations;2082;SA-11 GADFLY
34;Patrol;77;Nuclear, Biological, Chemical (NBC) Operations;2084;SA-13 GOPHER
35;Miscellaneous Fixed Wing;78;Nuclear Operations;2085;MISTRAL
36;Missile Control Unit;79;Biological Operations;2086;SA-N-7 GADFLY
37;Surface-to-Air Missile (SAM);80;Chemical Operations;2087;SA-N-8 GREMLIN
38;Air-to-Surface Missile (ASM);81;Aborting Mission;2089;SA-16 GIMLET
39;Surface-to-Surface Missile (SSM);82;Standoff Operations;2091;SA-N-5 GRAIL
40;Logistic;83;Combat Search and Rescue (CSAR);2092;SA-N-11 GRISOM
41;Air-to-Air Missile (AAM);115;Air Activity 1;2093;SA-12A GLADIATOR
42;Subsurface-to-Surface Missile;116;Air Activity 2;2094;SA-12B GIANT
43;Surface-to-Subsurface Missile;117;Air Activity 3;2095;SA-14 GREMLIN
44;Cruise Missile;118;Air Activity 4;2096;SA-15 GAUNTLET
45;Ballistic Missile;119;Air Activity 5;2097;SA-17 GRIZZLY
46;Airborne Land Surveillance;120;Air Activity 6;2098;SA-N-12 GRIZZLY
47;Airborne Laser;121;Air Activity 7;2099;SA-18 GROUSE
48;Unmanned Aerial Vehicle (UAV);122;Air Activity 8;2100;SA-19 GRISOM
49;Active Electronic Decoy;123;Air Activity 9;2101;RIM-116 RAM
50;Infrared Decoy;124;Air Activity 10;2102;ADATS
51;Chaff Decoy;125;Air Activity 11;2103;JAVELIN
1;Fighter;126;Air Activity 12;2104;STARBURST
2;Fighter Bomber;1;Reconnaissance;2105;STARSTREAK
3;Attack;2;Over the Horizon Targeting (OTHT);2106;ASPIDE
4;Bomber;3;Training;2107;I-HAWK
5;Reconnaissance;4;Logistics Support;2108;ROLAND II
6;Tanker;5;Antisurface Warfare;2109;SM-2 BLOCK II
7;Tanker (Boom Only);6;Electronic Warfare (EW);2110;SM-2 BLOCK III
8;Tanker (Drogue Only);7;Surveillance;2111;SM-2 BLOCK IIIA
9;Interceptor;8;Search and Rescue (SAR);2112;SM-2 BLOCK IIIB
10;Transport;9;Escorting;2113;SM-2 BLOCK IV
11;Airborne Command Post (ACP);10;Minelaying;2114;SM-2 BLOCK IVA
13;Missile;11;Transiting;2115;SM-3
14;Electronic Warfare (EW);12;Special Weapons Attack;2116;AKASH
15;Antisubmarine Warfare (ASW);13;Intruding;2117;ANZA
16;Airborne Early Warning and Control (AEW);14;Electronic Warfare Support (ES);2118;ANZA II
17;Maritime Patrol Aircraft (MPA);15;Communications Relay;2119;CSA-1
18;Search and Rescue (SAR);16;Patrol (Ocean Surveillance);2120;CSA-N-2
19;Drone;17;Airlift (Transport);2121;CSA-4
20;Remotely Piloted Vehicle (RPV);18;Antisubmarine Warfare (ASW);2122;CSA-5
21;Fixed Wing Gunship;20;Towing;2123;FM-80
22;Civil, Airliner;21;Air Assault;2124;HN-5
23;Civil, General;22;Interception;2125;NK-7
24;Lighter than Air (LTA);23;Electronic Attack (EA);2126;NK-16
25;Glider;24;Policing;2127;PANTZYR
26;Decoy;25;Conventional Attack;2128;RAPIER 2000/JERNAS
27;Helicopter (HELO);26;Medical Evacuation (MEDEVAC);2129;RBS-90
28;Attack Helicopter;27;Mine Countermeasures;2130;SAKR
29;Helicopter Gunship;28;Search;2131;SAVA
30;Antisubmarine Warfare Helicopter (ASW HELO);29;Refueling/Tanking;2132;SHANINE
31;Mine Warfare Helicopter;30;Interdiction;2133;SKYGUARD ASPIDE
32;Transport Helicopter;31;Combat Air Patrol (CAP);2134;SPADA
33;Tactical Support;32;Forward Air Controller (FAC);2135;SPADA
34;Patrol;33;Very Important Person (VIP) Flight;2136;SPADA
35;Miscellaneous Fixed Wing;34;Noncombatant Operations;2137;SPADA
36;Missile Control Unit;35;Close Air Support (CAS);2138;SA-N-1 GOA
37;Surface-to-Air Missile (SAM);36;Airborne Early Warning (AEW);2139;SA-N-9 GAUNTLET
38;Air-to-Surface Missile (ASM);37;Ground Attack Tactics (GAT);2140;SA-N-10
39;Surface-to-Surface Missile (SSM);38;Airborne Command Post (ACP);2141;ALBATROS/ASPIDE
40;Logistic;39;Rescue Combat Air Patrol (RESCAP);2142;SM-1
41;Air-to-Air Missile (AAM);40;Surface Combat Air Patrol (SUCAP);2143;VT1 CROTALE
42;Subsurface-to-Surface Missile;42;Spotting;2144;MASURCA
43;Surface-to-Subsurface Missile;43;Strike Warfare;2145;ASTER 15
44;Cruise Missile;44;Special;2146;ASTER 30
45;Ballistic Missile;45;Hijack;2147;SA-20 GARGOYLE
46;Airborne Land Surveillance;46;Jammer;4095;SURFACE-TO-AIR MISSILE GENERAL
