Platnum;Platval;Actnum;Actval;Stypenum;Stypeval
10;Landing Craft (LC);43;Biological Operations;2780;TUI AGOR
11;Troop Ship;44;Chemical Operations;2782;XIANG YANG HONG AGOR
12;Tanker/Oiler;45;Electronic Protection (EP);2783;YANLUN AGOR
13;Auxiliary Ship;46;Combat Search and Rescue (CSAR);2784;YUG AGOR
14;Mine Warfare Ship;47;BMD Mission;2785;ZENOBE GRAMME AGOR
15;Mine Countermeasures Maritime Vessel (MCMV);50;Return To Base (RTB);2824;AGOB GENERAL (OCEANOGRAPHIC RESEARCH SHIP, POLAR)
16;Hospital Ship;115;Surface Activity 1;2825;POLARSTERN AGOB
17;Surfaced Submarine;116;Surface Activity 2;2836;AGOS GENERAL (SURVEILLANCE SHIP, OCEAN)
18;Hydrofoil;117;Surface Activity 3;2846;AO GENERAL (OILER, TANKER, GENERAL)
19;Air Cushion Vehicle;118;Surface Activity 4;2848;AKAR AO
20;Intelligence Collector;119;Surface Activity 5;2849;ALBAY HAKKI BURBAK AO
21;Survey Vessel;120;Surface Activity 6;2850;ALTAY AO
22;Non-Military;121;Surface Activity 7;2852;BASKUNCHAK AO
23;Landing Platform;122;Surface Activity 8;2853;BAYLEAF AO
24;Landing Ship;123;Surface Activity 9;2854;BINBASI SAADETTIN GURGAN AO
25;Command;124;Surface Activity 10;2856;CIMARRON AO
26;Ocean Research;125;Surface Activity 11;2858;DORA AO
27;Patrol;126;Surface Activity 12;2859;HAMANA AO
28;Support;1;Air Warfare Support;2862;HENRY J KAISER AO
29;Fishing Vessel;2;Over the Horizon Targeting (OTHT);2863;IRTYSH AO
30;Merchant Vessel;3;Training;2864;KALININGRADNEFT AO
31;Patrol Craft Escort;4;Logistics Support;2865;KHOBI AO
32;Amphibious General Assault;5;Antisurface Warfare;2866;KONDA AO
33;Missile Control Unit;6;Electronic Warfare (EW);2867;METTAWEE AO
34;Decoy;7;Fishery Protection;2869;MOSKIT AO
35;Infrared Decoy;8;Search and Rescue (SAR);2870;NEOSHO AO
36;Chaff Decoy;9;Escorting;2871;NERCHA AO
37;Active Electronic Decoy;10;Minelaying;2872;NORWEGIAN BOW AO
1;Aircraft Carrier;11;Transiting;2873;OLEKMA AO
2;Battleship;12;Naval Surface Fire Support;2874;PATAPSCO AO
3;Cruiser;13;Intruding;2875;PEVEK AO
4;Destroyer;14;Amphibious Warfare;2877;SOFIYA AO
5;Frigate;15;Intelligence Collecting;2878;SPESSART (TYPE 704A) AO
6;Fast Patrol Boat;16;Patrol;2879;TASKIZAK AO
7;Amphibious;17;Transport;2880;USEDOM AO
8;LHA/LHD;18;Antisubmarine Warfare (ASW);2884;YUZBASI TOLUNAY AO
9;Amphibious Assault Command Ship (LCC);20;Towing;2937;AOT GENERAL (OILER-TRANSPORT)
10;Landing Craft (LC);21;Special Warfare;2939;AOTL AOT
11;Troop Ship;22;Strike Warfare;2940;EBANOL AOT
12;Tanker/Oiler;23;Antiair Warfare;2941;FULIN AOT
13;Auxiliary Ship;24;Fishing;2942;FUZHOU AOT
14;Mine Warfare Ship;25;Picketing;2943;GUANZGHOU AOT
15;Mine Countermeasures Maritime Vessel (MCMV);26;Mine Countermeasures;2944;LEIZHOU AOT
16;Hospital Ship;27;Mine Warfare;2945;MAUMEE AOT
17;Surfaced Submarine;28;Marking;2946;METTAWEE AOT
18;Hydrofoil;29;Noncombatant Operations;2947;MISSION AOT
19;Air Cushion Vehicle;30;Underway Replenishment;2948;POTOMOC AOT
20;Intelligence Collector;31;Surveying;2949;SEALIFT AOT
21;Survey Vessel;32;Electronic Warfare Support (ES);2950;SUAMICO AOT
22;Non-Military;33;Electronic Attack (EA);2951;T 5 AOT
23;Landing Platform;34;Flight Operations;2952;TM2 AOT
24;Landing Ship;35;Video Data Linking (Targeting);2974;AOTL GENERAL (OILER, TRANSPORT, SMALL)
25;Command;36;Plane Guard;2987;AOR GENERAL (OILER, REPLENISHMENT)
26;Ocean Research;37;Rescue Ship/Lifeguard;2988;BANDAR ABBAS AOR
27;Patrol;38;Special Operations;2989;BEREZINA AOR
28;Support;39;Shadowing;2990;BORIS CHILIKIN AOR
29;Fishing Vessel;40;Intervening;2991;CAPITAN OLA PANTOJA AOR
30;Merchant Vessel;41;Nuclear, Biological, Chemical (NBC) Operations;2992;DEEPAK AOR
31;Patrol Craft Escort;42;Nuclear Operations;2993;DUBNA AOR
32;Amphibious General Assault;43;Biological Operations;2994;DURANCE AOR
33;Missile Control Unit;44;Chemical Operations;2995;FUQING AOR
34;Decoy;45;Electronic Protection (EP);2996;KAZBEK AOR
35;Infrared Decoy;46;Combat Search and Rescue (CSAR);2997;KHARG AOR
36;Chaff Decoy;47;BMD Mission;2998;MEERSBURG (TYPE 701C) AOR
37;Active Electronic Decoy;50;Return To Base (RTB);2999;MESAR AOR
1;Aircraft Carrier;115;Surface Activity 1;3000;OLWEN AOR
2;Battleship;116;Surface Activity 2;3001;POOLSTER AOR
3;Cruiser;117;Surface Activity 3;3002;POLYARNIK AOR
4;Destroyer;118;Surface Activity 4;3003;PROTECTEUR AOR
5;Frigate;119;Surface Activity 5;3005;ROVER AOR
6;Fast Patrol Boat;120;Surface Activity 6;3006;SAO GABRIEL AOR
7;Amphibious;121;Surface Activity 7;3007;STROMBOLI AOR
8;LHA/LHD;122;Surface Activity 8;3008;TIDE (IMPROVED) AOR
9;Amphibious Assault Command Ship (LCC);123;Surface Activity 9;3009;UDA AOR
10;Landing Craft (LC);124;Surface Activity 10;3011;FORT VICTORIA AOR
11;Troop Ship;125;Surface Activity 11;3012;BERLIN (TYPE 702C) AOR
12;Tanker/Oiler;126;Surface Activity 12;3013;AMSTERDAM AOR
13;Auxiliary Ship;1;Air Warfare Support;3043;AORL GENERAL (OILER, REPLENISHMENT, SMALL, NAVAL)
14;Mine Warfare Ship;2;Over the Horizon Targeting (OTHT);3044;LEIZHOU (AORL)
15;Mine Countermeasures Maritime Vessel (MCMV);3;Training;3055;AOL GENERAL (OILER, SMALL, NAVAL)
16;Hospital Ship;4;Logistics Support;3066;AGP GENERAL (PATROL/TORPEDO BOAT SUPPORT SHIP, TENDER)
17;Surfaced Submarine;5;Antisurface Warfare;3067;GRAHAM COUNTY AGP
18;Hydrofoil;6;Electronic Warfare (EW);3068;NORGE AGP
19;Air Cushion Vehicle;7;Fishery Protection;3070;MERCUUR AGP
20;Intelligence Collector;8;Search and Rescue (SAR);3080;AP GENERAL (PERSONNEL TRANSPORT)
21;Survey Vessel;9;Escorting;3081;MIKHAIL KALININ AP
22;Non-Military;10;Minelaying;3082;PANDORA AP
23;Landing Platform;11;Transiting;3083;QIONGSHA AP
24;Landing Ship;12;Naval Surface Fire Support;3094;AGR GENERAL (RADAR PICKET SHIP, UNARMED)
25;Command;13;Intruding;3105;AOSR GENERAL (RADIOLOGICAL LIQUID SHIP)
26;Ocean Research;14;Amphibious Warfare;3116;AR GENERAL (REPAIR SHIP)
27;Patrol;15;Intelligence Collecting;3117;ACHELOUS AR
28;Support;16;Patrol;3119;AMPHION AR
29;Fishing Vessel;17;Transport;3120;AMUR AR
30;Merchant Vessel;18;Antisubmarine Warfare (ASW);3121;ARL I AR
31;Patrol Craft Escort;20;Towing;3122;DALIAN AR
32;Amphibious General Assault;21;Special Warfare;3123;DILIGENCE AR
33;Missile Control Unit;22;Strike Warfare;3125;JULES VERNE AR
34;Decoy;23;Antiair Warfare;3126;OSKOL AR
35;Infrared Decoy;24;Fishing;3127;RHIN AR
36;Chaff Decoy;25;Picketing;3146;ARL GENERAL (REPAIR SHIP, SMALL)
37;Active Electronic Decoy;26;Mine Countermeasures;3147;ARCHELOUS ARL
1;Aircraft Carrier;27;Mine Warfare;3158;AGE GENERAL (RESEARCH SHIP)
2;Battleship;28;Marking;3163;DESNA AGE
3;Cruiser;29;Noncombatant Operations;3165;EF 3 AGE
4;Destroyer;30;Underway Replenishment;3169;KOLOMNA AGE
5;Frigate;31;Surveying;3171;MARSHAL NEDELIN AGE
6;Fast Patrol Boat;32;Electronic Warfare Support (ES);3173;MP-8 AGE
7;Amphibious;33;Electronic Attack (EA);3174;MUNA AGE
8;LHA/LHD;34;Flight Operations;3175;NARVIK AGE
9;Amphibious Assault Command Ship (LCC);35;Video Data Linking (Targeting);3176;OS-3 AGE
10;Landing Craft (LC);36;Plane Guard;3178;POTOK AGE
11;Troop Ship;37;Rescue Ship/Lifeguard;3179;QUARTO AGE
12;Tanker/Oiler;38;Special Operations;3180;SASHA AGE
13;Auxiliary Ship;39;Shadowing;3181;SIBIR AGE
14;Mine Warfare Ship;40;Intervening;3182;SO-1 AGE
15;Mine Countermeasures Maritime Vessel (MCMV);41;Nuclear, Biological, Chemical (NBC) Operations;3183;T-43 AGE
16;Hospital Ship;42;Nuclear Operations;3186;YAL 01 AGE
17;Surfaced Submarine;43;Biological Operations;3187;YANXI AGE
18;Hydrofoil;44;Chemical Operations;3188;ROSSETTI AGE
19;Air Cushion Vehicle;45;Electronic Protection (EP);3189;DENTI AGE
20;Intelligence Collector;46;Combat Search and Rescue (CSAR);3190;MONGE AGE
21;Survey Vessel;47;BMD Mission;3228;ARS GENERAL (SALVAGE SHIP)
22;Non-Military;50;Return To Base (RTB);3229;BOLSTER ARS
23;Landing Platform;115;Surface Activity 1;3231;INGUL ARS
24;Landing Ship;116;Surface Activity 2;3232;KATUN I ARS
25;Command;117;Surface Activity 3;3233;KATUN II ARS
26;Ocean Research;118;Surface Activity 4;3234;KOWAN ARS
27;Patrol;119;Surface Activity 5;3235;LSIL 351 ARS
28;Support;120;Surface Activity 6;3236;MIKHAIL RUDNITSKY ARS
29;Fishing Vessel;121;Surface Activity 7;3237;OREL ARS
30;Merchant Vessel;122;Surface Activity 8;3239;PIAST ARS
31;Patrol Craft Escort;123;Surface Activity 9;3240;PROTEO ARS
32;Amphibious General Assault;124;Surface Activity 10;3241;PS-11 ARS
33;Missile Control Unit;125;Surface Activity 11;3242;SAFEGUARD ARS
34;Decoy;126;Surface Activity 12;3243;SILVA ARS
35;Infrared Decoy;1;Air Warfare Support;3244;SPASILAC ARS
36;Chaff Decoy;2;Over the Horizon Targeting (OTHT);3246;US 149 FT ARS
37;Active Electronic Decoy;3;Training;3247;YANDING ARS
1;Aircraft Carrier;4;Logistics Support;3274;ARSD GENERAL (SALVAGE SHIP, LIFTING)
2;Battleship;5;Antisurface Warfare;3285;ASVR GENERAL (SPACE VEHICLE RECOVERY SHIP)
3;Cruiser;6;Electronic Warfare (EW);3296;AOS GENERAL (SPECIAL LIQUID SHIP)
4;Destroyer;7;Fishery Protection;3297;ALATNA AOS
5;Frigate;8;Search and Rescue (SAR);3298;LUZA AOS
6;Fast Patrol Boat;9;Escorting;3299;URAL AOS
7;Amphibious;10;Minelaying;3300;VALA AOS
8;LHA/LHD;11;Transiting;3301;TONTI AOS
9;Amphibious Assault Command Ship (LCC);12;Naval Surface Fire Support;3312;AF GENERAL (STORES SHIP)
10;Landing Craft (LC);13;Intruding;3313;CROITOR AF
11;Troop Ship;14;Amphibious Warfare;3314;DANLIN AF
12;Tanker/Oiler;15;Intelligence Collecting;3316;RIGEL AF
13;Auxiliary Ship;16;Patrol;3327;AKS GENERAL (STORES SHIP, ISSUE, NAVAL)
14;Mine Warfare Ship;17;Transport;3338;AKSL GENERAL (STORES SHIP, ISSUE, SMALL, NAVAL)
15;Mine Countermeasures Maritime Vessel (MCMV);18;Antisubmarine Warfare (ASW);3349;AFL GENERAL (STORES SHIP, SMALL)
16;Hospital Ship;20;Towing;3360;ASR GENERAL (SUBMARINE RESCUE SHIP)
17;Surfaced Submarine;21;Special Warfare;3361;ANTEO ASR
18;Hydrofoil;22;Strike Warfare;3362;CHANTICLEER ASR
19;Air Cushion Vehicle;23;Antiair Warfare;3363;DAHIANG ASR
20;Intelligence Collector;24;Fishing;3364;DALANG ASR
21;Survey Vessel;25;Picketing;3365;ELBRUS ASR
22;Non-Military;26;Mine Countermeasures;3366;FEHMARN (TYPE 720B) ASR
23;Landing Platform;27;Mine Warfare;3367;FUSHIMI ASR
24;Landing Ship;28;Marking;3368;GALATI ASR
25;Command;29;Noncombatant Operations;3369;HUDONG ASR
26;Ocean Research;30;Underway Replenishment;3371;NEPA ASR
27;Patrol;31;Surveying;3372;PIGEON ASR
28;Support;32;Electronic Warfare Support (ES);3373;PRUT ASR
29;Fishing Vessel;33;Electronic Attack (EA);3374;ROSLAVL ASR
30;Merchant Vessel;34;Flight Operations;3376;VALDAY ASR
31;Patrol Craft Escort;35;Video Data Linking (Targeting);3377;ZHONGHUA ASR
32;Amphibious General Assault;36;Plane Guard;3402;AS GENERAL (SUBMARINE TENDER)
33;Missile Control Unit;37;Rescue Ship/Lifeguard;3403;ACHELOUS AS
34;Decoy;38;Special Operations;3404;AEGIR AS
35;Infrared Decoy;39;Shadowing;3406;ATREK AS
36;Chaff Decoy;40;Intervening;3407;CHIYODA AS
37;Active Electronic Decoy;41;Nuclear, Biological, Chemical (NBC) Operations;3408;DADONG AS
1;Aircraft Carrier;42;Nuclear Operations;3409;DAZHOU AS
2;Battleship;43;Biological Operations;3410;DIVER AS
3;Cruiser;44;Chemical Operations;3412;DNEPR (MODIFIED) AS
4;Destroyer;45;Electronic Protection (EP);3413;DON AS
5;Frigate;46;Combat Search and Rescue (CSAR);3414;EMORY S LAND AS
6;Fast Patrol Boat;47;BMD Mission;3415;FULTON AS
7;Amphibious;50;Return To Base (RTB);3416;HUNLEY AS
8;LHA/LHD;115;Surface Activity 1;3417;L Y SPEAR AS
9;Amphibious Assault Command Ship (LCC);116;Surface Activity 2;3418;PROTEUS AS
10;Landing Craft (LC);117;Surface Activity 3;3421;UGRA AS
11;Troop Ship;118;Surface Activity 4;3448;ASL GENERAL (SUBMARINE TENDER, SMALL)
12;Tanker/Oiler;119;Surface Activity 5;3459;AGS GENERAL (SURVEY SHIP)
13;Auxiliary Ship;120;Surface Activity 6;3460;MAURY AGS
14;Mine Warfare Ship;121;Surface Activity 7;3461;AKASHI AGS
15;Mine Countermeasures Maritime Vessel (MCMV);122;Surface Activity 8;3462;ALMEIDA CARVALHO AGS
16;Hospital Ship;123;Surface Activity 9;3463;AMMIRAGLIO MAGNAGHI AGS
17;Surfaced Submarine;124;Surface Activity 10;3464;ANDRIJA MOHOROVICIC AGS
18;Hydrofoil;125;Surface Activity 11;3465;AUK AGS
19;Air Cushion Vehicle;126;Surface Activity 12;3466;BIYA AGS
20;Intelligence Collector;1;Air Warfare Support;3467;BOLOGUE AGS
21;Survey Vessel;2;Over the Horizon Targeting (OTHT);3470;C4-S-A1 (CONVERTED) AGS
22;Non-Military;3;Training;3473;DING HAI AGS
23;Landing Platform;4;Logistics Support;3475;FS DESIGN 330 AGS
24;Landing Ship;5;Antisurface Warfare;3476;FUTAMI AGS
25;Command;6;Electronic Warfare (EW);3477;HAMASHIO AGS
26;Ocean Research;7;Fishery Protection;3478;HEIYO AGS
27;Patrol;8;Search and Rescue (SAR);3479;KAIBOKAN I AGS
28;Support;9;Escorting;3480;KAIYO AGS
29;Fishing Vessel;10;Minelaying;3481;KAMENKA AGS
30;Merchant Vessel;11;Transiting;3483;SNELLIUS AGS
31;Patrol Craft Escort;12;Naval Surface Fire Support;3487;LSIL AGS
32;Amphibious General Assault;13;Intruding;3488;MEIYO AGS
33;Missile Control Unit;14;Amphibious Warfare;3489;MELITOPOL AGS
34;Decoy;15;Intelligence Collecting;3491;MONOWAI AGS
35;Infrared Decoy;16;Patrol;3492;MORESBY AGS
36;Chaff Decoy;17;Transport;3494;MSC-294 (BLUEBIRD) AGS
37;Active Electronic Decoy;18;Antisubmarine Warfare (ASW);3495;NYRYAT I AGS
1;Aircraft Carrier;20;Towing;3496;NYRYAT II AGS
2;Battleship;21;Special Warfare;3497;SAMARA AGS
3;Cruiser;22;Strike Warfare;3498;SHOYO AGS
4;Destroyer;23;Antiair Warfare;3499;SILAS BENT AGS
5;Frigate;24;Fishing;3501;SUMA AGS
6;Fast Patrol Boat;25;Picketing;3503;TAKUYO AGS
7;Amphibious;26;Mine Countermeasures;3504;TELNOVSK AGS
8;LHA/LHD;27;Mine Warfare;3505;TELNOVSK (MODIFIED) AGS
9;Amphibious Assault Command Ship (LCC);28;Marking;3506;TENYO AGS
10;Landing Craft (LC);29;Noncombatant Operations;3507;VICTORY (CONVERTED) AGS
11;Troop Ship;30;Underway Replenishment;3508;WILKES AGS
12;Tanker/Oiler;31;Surveying;3509;YANLAI AGS
13;Auxiliary Ship;32;Electronic Warfare Support (ES);3510;YANXU AGS
14;Mine Warfare Ship;33;Electronic Attack (EA);3511;MIRTO AGS
15;Mine Countermeasures Maritime Vessel (MCMV);34;Flight Operations;3513;LAPEROUSE AGS
16;Hospital Ship;35;Video Data Linking (Targeting);3580;AGSA GENERAL (SURVEY SHIP, POLAR)
17;Surfaced Submarine;36;Plane Guard;3591;AGSC GENERAL (SURVEY SHIP, COASTAL)
18;Hydrofoil;37;Rescue Ship/Lifeguard;3592;EXPLORER AGSC
19;Air Cushion Vehicle;38;Special Operations;3593;FLINDERS AGSC
20;Intelligence Collector;39;Shadowing;3594;TAINO AGSC
21;Survey Vessel;40;Intervening;3595;BULLDOG AGSC
22;Non-Military;41;Nuclear, Biological, Chemical (NBC) Operations;3596;ROEBUCK AGSC
23;Landing Platform;42;Nuclear Operations;3605;AX GENERAL (TRAINING SHIP, NAVAL)
24;Landing Ship;43;Biological Operations;3606;ARIS AX
25;Command;44;Chemical Operations;3608;JADRAN AX
26;Ocean Research;45;Electronic Protection (EP);3609;JERVIS BAY AX
27;Patrol;46;Combat Search and Rescue (CSAR);3610;JOSE MARTI AX
28;Support;47;BMD Mission;3612;SMOLNY AX
29;Fishing Vessel;50;Return To Base (RTB);3615;WODNIK AX
30;Merchant Vessel;115;Surface Activity 1;3631;AXL GENERAL (TRAINING SHIP, SMALL, NAVAL)
31;Patrol Craft Escort;116;Surface Activity 2;3633;LEOPARD AXL
32;Amphibious General Assault;117;Surface Activity 3;3643;AXS GENERAL (TRAINING SHIP, SAIL, NAVAL)
33;Missile Control Unit;118;Surface Activity 4;3644;AMERIGO VESPUCCI AXS
34;Decoy;119;Surface Activity 5;3645;CAROLY AXS
35;Infrared Decoy;120;Surface Activity 6;3646;CARSARO II AXS
36;Chaff Decoy;121;Surface Activity 7;3647;GORCH FOCK (TYPE 441A) AXS
37;Active Electronic Decoy;122;Surface Activity 8;3648;MIRCEA AXS
1;Aircraft Carrier;123;Surface Activity 9;3649;PALINURO AXS
2;Battleship;124;Surface Activity 10;3650;SAGRES AXS
3;Cruiser;125;Surface Activity 11;3651;STELLA POLARE AXS
4;Destroyer;126;Surface Activity 12;3660;AT GENERAL (TUG, OCEANGOING)
5;Frigate;1;Air Warfare Support;3666;ATA GENERAL (TUG, OCEANGOING, AUXILIARY)
6;Fast Patrol Boat;2;Over the Horizon Targeting (OTHT);3667;ABNAKI ATA
7;Amphibious;3;Training;3668;APACHE ATA
8;LHA/LHD;4;Logistics Support;3670;ATAK ATA
9;Amphibious Assault Command Ship (LCC);5;Antisurface Warfare;3671;ATLANTE ATA
10;Landing Craft (LC);6;Electronic Warfare (EW);3672;AZUMA ATA
11;Troop Ship;7;Fishery Protection;3673;BELIER ATA
12;Tanker/Oiler;8;Search and Rescue (SAR);3675;GAJ ATA
13;Auxiliary Ship;9;Escorting;3676;GNIEWKO ATA
14;Mine Warfare Ship;10;Minelaying;3677;GORYN ATA
15;Mine Countermeasures Maritime Vessel (MCMV);11;Transiting;3678;GROMOVOY ATA
16;Hospital Ship;12;Naval Surface Fire Support;3679;KUDRET ATA
17;Surfaced Submarine;13;Intruding;3680;MAITO ATA
18;Hydrofoil;14;Amphibious Warfare;3683;MOTYL ATA
19;Air Cushion Vehicle;15;Intelligence Collecting;3684;OKHTENSKIY ATA
20;Intelligence Collector;16;Patrol;3685;ONCU ATA
21;Survey Vessel;17;Transport;3686;POWHATAN ATA
22;Non-Military;18;Antisubmarine Warfare (ASW);3687;ROSLAVL ATA
23;Landing Platform;20;Towing;3688;ROYSTERER ATA
24;Landing Ship;21;Special Warfare;3689;SAINT ATA
25;Command;22;Strike Warfare;3690;SCHULTZ XAVIER ATA
26;Ocean Research;23;Antiair Warfare;3693;TUZHONG ATA
27;Patrol;24;Fishing;3694;TYPHOON ATA
28;Support;25;Picketing;3695;WANGEROOGE (TYPE 722B) ATA
29;Fishing Vessel;26;Mine Countermeasures;3696;ZENIT ATA
30;Merchant Vessel;27;Mine Warfare;3697;MAITO ATA
31;Patrol Craft Escort;28;Marking;3698;ARMEN ATA
32;Amphibious General Assault;29;Noncombatant Operations;3738;ATR GENERAL (TUG, OCEANGOING, RESCUE)
33;Missile Control Unit;30;Underway Replenishment;3739;TENACE ATR
34;Decoy;31;Surveying;3749;ATS GENERAL (TUG, OCEANGOING, OR SHIP SALVAGE/RESCUE)
35;Infrared Decoy;32;Electronic Warfare Support (ES);3750;EDENTON ATS
36;Chaff Decoy;33;Electronic Attack (EA);3751;OKHTENSKY ATS
37;Active Electronic Decoy;34;Flight Operations;3752;LANGEOOG (TYPE 754) ATS
1;Aircraft Carrier;35;Video Data Linking (Targeting);3753;ARGUS ATS
2;Battleship;36;Plane Guard;3763;AWT GENERAL (WATER TENDER, NAVAL)
3;Cruiser;37;Rescue Ship/Lifeguard;3765;BASENTO AWT
4;Destroyer;38;Special Operations;3766;FUZHOU (MODIFIED) AWT
5;Frigate;39;Shadowing;3767;KANGAN AWT
6;Fast Patrol Boat;40;Intervening;3768;LEIZHOU (MODIFIED) AWT
7;Amphibious;41;Nuclear, Biological, Chemical (NBC) Operations;3769;LSIL AWT
8;LHA/LHD;42;Nuclear Operations;3770;MANYCH AWT
9;Amphibious Assault Command Ship (LCC);43;Biological Operations;3771;MINCIO AWT
10;Landing Craft (LC);44;Chemical Operations;3772;PIAVE AWT
11;Troop Ship;45;Electronic Protection (EP);3773;TEVERE AWT
12;Tanker/Oiler;46;Combat Search and Rescue (CSAR);3774;ULUBAT AWT
13;Auxiliary Ship;47;BMD Mission;3775;VODA AWT
14;Mine Warfare Ship;50;Return To Base (RTB);3798;SVC GENERAL (SERVICE CRAFT)
15;Mine Countermeasures Maritime Vessel (MCMV);115;Surface Activity 1;3799;BARGE, GENERAL
16;Hospital Ship;116;Surface Activity 2;3800;YO GENERAL
17;Surfaced Submarine;117;Surface Activity 3;3801;YOG GENERAL
18;Hydrofoil;118;Surface Activity 4;3802;YHT GENERAL
19;Air Cushion Vehicle;119;Surface Activity 5;3803;YRNS GENERAL
20;Intelligence Collector;120;Surface Activity 6;3804;YOS GENERAL
21;Survey Vessel;121;Surface Activity 7;3805;YPK GENERAL
22;Non-Military;122;Surface Activity 8;3806;YRR GENERAL
23;Landing Platform;123;Surface Activity 9;3807;YRB GENERAL
24;Landing Ship;124;Surface Activity 10;3808;YRST GENERAL
25;Command;125;Surface Activity 11;3809;YOM GENERAL
26;Ocean Research;126;Surface Activity 12;3810;YOSS GENERAL
27;Patrol;1;Air Warfare Support;3811;YW GENERAL
28;Support;2;Over the Horizon Targeting (OTHT);3812;HIGH ENDURANCE CUTTER WHEC
29;Fishing Vessel;3;Training;3813;MEDIUM ENDURANCE CUTTER WMEC
30;Merchant Vessel;4;Logistics Support;3814;ICEBREAKER WAGB
31;Patrol Craft Escort;5;Antisurface Warfare;3815;POLAR CLASS ICEBREAKER WAGB
32;Amphibious General Assault;6;Electronic Warfare (EW);3816;INLAND ICEBREAKER WAGB
33;Missile Control Unit;7;Fishery Protection;3817;ICEBREAKING TUG WTGB
34;Decoy;8;Search and Rescue (SAR);3818;SEAGOING BUOY TENDER WLB
35;Infrared Decoy;9;Escorting;3819;COASTAL BUOY TENDER WLM
36;Chaff Decoy;10;Minelaying;3820;INLAND BUOY TENDER WLI
37;Active Electronic Decoy;11;Transiting;3821;RIVER BUOY TENDER WLR
1;Aircraft Carrier;12;Naval Surface Fire Support;3822;INLAND CONSTRUCTION TENDER WLIC
2;Battleship;13;Intruding;3823;SMALL HARBOR TUG WYTL
3;Cruiser;14;Amphibious Warfare;3824;PATROL BOAT WPB
4;Destroyer;15;Intelligence Collecting;3825;TRAINING BARQUE EAGLE WIX
5;Frigate;16;Patrol;3826;MOTOR LIFE BOAT MLB
6;Fast Patrol Boat;17;Transport;3827;DEPLOYABLE PURSUIT BOAT DPB
7;Amphibious;18;Antisubmarine Warfare (ASW);3828;YD GENERAL
8;LHA/LHD;20;Towing;3829;YM GENERAL
9;Amphibious Assault Command Ship (LCC);21;Special Warfare;3830;YFD GENERAL
10;Landing Craft (LC);22;Strike Warfare;3831;YFP GENERAL
11;Troop Ship;23;Antiair Warfare;3832;YGT GENERAL
12;Tanker/Oiler;24;Fishing;3833;YR GENERAL
13;Auxiliary Ship;25;Picketing;3834;TRANSPORTABLE PORT SECURITY BOAT TPSB
14;Mine Warfare Ship;26;Mine Countermeasures;3835;UTILITY BOAT UTB
15;Mine Countermeasures Maritime Vessel (MCMV);27;Mine Warfare;3842;YFDB GENERAL
16;Hospital Ship;28;Marking;3843;YFDM GENERAL
17;Surfaced Submarine;29;Noncombatant Operations;3844;YFDL GENERAL
18;Hydrofoil;30;Underway Replenishment;3851;YRD GENERAL
19;Air Cushion Vehicle;31;Surveying;3852;YRDB GENERAL
20;Intelligence Collector;32;Electronic Warfare Support (ES);3853;YRDM GENERAL
21;Survey Vessel;33;Electronic Attack (EA);3854;YRDL GENERAL
22;Non-Military;34;Flight Operations;3862;YL GENERAL (LIGHTER GENERAL)
23;Landing Platform;35;Video Data Linking (Targeting);3863;YE GENERAL
24;Landing Ship;36;Plane Guard;3864;YF GENERAL
25;Command;37;Rescue Ship/Lifeguard;3865;YFC GENERAL
26;Ocean Research;38;Special Operations;3866;YFR GENERAL
27;Patrol;39;Shadowing;3867;YC GENERAL
28;Support;40;Intervening;3868;YFT GENERAL
29;Fishing Vessel;41;Nuclear, Biological, Chemical (NBC) Operations;3879;YT GENERAL
30;Merchant Vessel;42;Nuclear Operations;3880;YTB GENERAL
31;Patrol Craft Escort;43;Biological Operations;3881;YTM GENERAL
32;Amphibious General Assault;44;Chemical Operations;3882;YTL GENERAL
33;Missile Control Unit;45;Electronic Protection (EP);3893;YAGF GENERAL
34;Decoy;46;Combat Search and Rescue (CSAR);3894;YAG GENERAL
35;Infrared Decoy;47;BMD Mission;3895;YV GENERAL
36;Chaff Decoy;50;Return To Base (RTB);3896;YNG GENERAL
37;Active Electronic Decoy;115;Surface Activity 1;3897;YP GENERAL
1;Aircraft Carrier;116;Surface Activity 2;3898;YFU GENERAL
2;Battleship;117;Surface Activity 3;3899;YAM GENERAL
3;Cruiser;118;Surface Activity 4;3900;YNC GENERAL
4;Destroyer;119;Surface Activity 5;3901;YLC GENERAL
5;Frigate;120;Surface Activity 6;3902;YVS GENERAL
6;Fast Patrol Boat;121;Surface Activity 7;3903;YRG GENERAL
7;Amphibious;122;Surface Activity 8;3904;YAGT GENERAL
8;LHA/LHD;123;Surface Activity 9;3905;YPT GENERAL
9;Amphibious Assault Command Ship (LCC);124;Surface Activity 10;3906;YRC GENERAL
10;Landing Craft (LC);125;Surface Activity 11;3907;YDT GENERAL
11;Troop Ship;126;Surface Activity 12;3908;YNT GENERAL
12;Tanker/Oiler;1;Air Warfare Support;3909;YH GENERAL
13;Auxiliary Ship;2;Over the Horizon Targeting (OTHT);3910;YFB GENERAL
14;Mine Warfare Ship;3;Training;3911;YTR GENERAL
15;Mine Countermeasures Maritime Vessel (MCMV);4;Logistics Support;3912;YFL GENERAL
16;Hospital Ship;5;Antisurface Warfare;3913;YAC GENERAL
17;Surfaced Submarine;6;Electronic Warfare (EW);3916;YDG GENERAL
18;Hydrofoil;7;Fishery Protection;3917;KHABAROV YDG
